subject	session	TrialNumber	image_path	condition	image_nr	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_image_nr	things_exemplar_nr	subcondition	repetition	run	onset	duration	response_mapping_flip_h	response_mapping_flip_v	onset_flip	offset_flip	keypresses	response	response_txt	error	response_confidence	response_time	duration_flip	ran	order	session_trial_time	atypical	atypical_log	exclude_session	delay_days	delay_seconds	trials_since_lastrep
06	ses-001	1	images_fmri/gearshift/gearshift_05s.jpg	unseen	3221	269	5	None	669.0	9589.0	5.0	unseen-within	1	1	3.0	2.98	False	False	2.983773946762085	5.960448980331421	[['y', 5.024883031845093]]	-2.0	unseen	False	True	2.0248830318450928	2.976675033569336	1.0	0.0	1618428234.4342	False		False			
06	ses-001	2	images_fmri/canoe/canoe_05s.jpg	unseen	1385	116	5	None	263.0	3865.0	5.0	unseen-within	1	1	7.47	2.98	True	False	7.460391044616699	10.427515983581545	[['a', 9.23576807975769]]	-2.0	unseen	False	True	1.765768079757691	2.967124938964844	1.0	1.0	1618428238.9109	False		False			
06	ses-001	3	images_fmri/refrigerator/refrigerator_05s.jpg	unseen	6209	518	5	None	1301.0	18521.0	5.0	unseen-within	1	1	11.94	2.98	True	True	11.9270179271698	14.91024899482727	[['a', 13.658476114273071]]	-2.0	unseen	False	True	1.7184761142730718	2.9832310676574707	1.0	2.0	1618428243.3775	False		False			
06	ses-001	4	images_fmri/handcuff/handcuff_05s.jpg	unseen	3641	304	5	None	747.0	10699.0	5.0	unseen-within	1	1	16.41	2.98	True	False	16.39354109764099	19.3768150806427	[['a', 17.87636399269104]]	-2.0	unseen	False	True	1.46636399269104	2.983273983001709	1.0	3.0	1618428247.8440	False		False			
06	ses-001	5	images_fmri/canoe/canoe_05s.jpg	seen	1385	116	5	None	263.0	3865.0	5.0	seen-within	2	1	20.88	2.98	True	True	20.860424995422363	23.843395948410038	[['b', 22.444178104400635]]	2.0	seen	False	True	1.5641781044006358	2.982970952987671	1.0	4.0	1618428252.3109	False		False	0.0	13.399999856948853	3.0
06	ses-001	6	images_fmri/trap/trap_05s.jpg	unseen	7937	662	5	None	1703.0	24023.0	5.0	unseen-within	1	1	25.35	2.98	False	False	25.32704496383667	28.30982494354248	[['y', 27.04070496559143]]	-2.0	unseen	False	True	1.6907049655914292	2.9827799797058105	1.0	5.0	1618428256.7775	False		False			
06	ses-001	7	images_fmri/jam/jam_05s.jpg	unseen	3977	332	5	None	840.0	12009.0	5.0	unseen-within	1	1	29.82	2.98	False	False	29.809854984283447	32.77724504470825	[['y', 31.524302005767822]]	-2.0	unseen	False	True	1.704302005767822	2.9673900604248047	1.0	6.0	1618428261.2603	False		False			
06	ses-001	8	images_fmri/bread/bread_05s.jpg	unseen	977	82	5	None	195.0	2948.0	5.0	unseen-between	1	1	34.29	2.98	True	False	34.2771909236908	37.261767864227295	[['a', 35.87223196029663]]	-2.0	unseen	False	True	1.5822319602966315	2.984576940536499	1.0	7.0	1618428265.7277	False		False			
06	ses-001	9	images_fmri/wand/wand_05n.jpg	unseen	8321	694	5	None	1781.0	25108.0	5.0	unseen-within	1	1	38.76	2.98	True	True	38.748833894729614	41.729016065597534	[['a', 40.46766710281372]]	-2.0	unseen	False	True	1.7076671028137227	2.98018217086792	1.0	8.0	1618428270.1993	False		False			
06	ses-001	10	images_fmri/brush/brush_05s.jpg	unseen	1049	88	5	None	206.0	3108.0	5.0	unseen-within	1	1	43.23	2.98	True	True	43.210284948349	46.19360899925232	[['a', 44.483469009399414]]	-2.0	unseen	False	True	1.2534690093994172	2.9833240509033203	1.0	9.0	1618428274.6608	False		False			
